1,0.0032321
1.5,0.0033161
2.25,0.0033982
3.375,0.0034534
5.0625,0.0033004
7.59375,0.0030788
11.3906,0.0030315
17.0859,0.0029348
25.625,0.0033649
38.4375,0.0034948
57.6562,0.0042227
86.4844,0.0052507
129.727,0.0054258
194.586,0.0059564
291.875,0.0077637
437.812,0.0114375
656.719,0.0156277
985.078,0.0195228
1477.62,0.0170898
2216.42,0.0144943
3324.63,0.0152511
4986.95,0.0219487
7480.41,0.0350731
